year,decision_date,training_start,campaign_id,variant_id,training_net,training_drawdown,training_positive_month_fraction,training_rows,training_active_days,eligible,score,chosen
2023,2023-01-03,2021-01-03,CAM-0600,etf__mom126_skip0__top1__liquid_trend__panic0__cost_2bps,-0.5035953042681892,0.6665244295568673,0.5416666666666666,501,494,False,-0.7555541581619146,False
2023,2023-01-03,2021-01-03,CAM-0600,etf__mom126_skip0__top1__liquid_trend__panic1__cost_2bps,-0.04733892302847725,0.3437755502275226,0.5,501,295,False,-0.13770299544905595,False
2023,2023-01-03,2021-01-03,CAM-0600,etf__mom126_skip0__top1__liquid__panic0__cost_2bps,-0.5035953042681892,0.6665244295568673,0.5416666666666666,501,494,False,-0.7555541581619146,False
2023,2023-01-03,2021-01-03,CAM-0600,etf__mom126_skip0__top1__liquid__panic1__cost_2bps,-0.04733892302847725,0.3437755502275226,0.5,501,295,False,-0.13770299544905595,False
2023,2023-01-03,2021-01-03,CAM-0600,etf__mom126_skip0__top3__liquid_trend__panic0__cost_2bps,-0.03676534574441187,0.26166359145767565,0.5833333333333334,501,501,False,-0.14050615731290497,False
2023,2023-01-03,2021-01-03,CAM-0600,etf__mom126_skip0__top3__liquid_trend__panic1__cost_2bps,0.06958111702375669,0.18710888715300156,0.4166666666666667,501,301,False,0.37187499793560974,False
2023,2023-01-03,2021-01-03,CAM-0600,etf__mom126_skip0__top3__liquid__panic0__cost_2bps,-0.022628127942402432,0.25190116517394995,0.5833333333333334,501,501,False,-0.08982938974012532,False
2023,2023-01-03,2021-01-03,CAM-0600,etf__mom126_skip0__top3__liquid__panic1__cost_2bps,0.06958111702375669,0.18710888715300156,0.4166666666666667,501,301,False,0.37187499793560974,False
2023,2023-01-03,2021-01-03,CAM-0600,etf__mom126_skip21__top1__liquid_trend__panic0__cost_2bps,0.1368426761883757,0.4335526921996472,0.5,501,495,False,0.31563101475416705,False
2023,2023-01-03,2021-01-03,CAM-0600,etf__mom126_skip21__top1__liquid_trend__panic1__cost_2bps,-0.3651427533636647,0.48170655130504825,0.375,501,296,False,-0.7580190727620648,False
2023,2023-01-03,2021-01-03,CAM-0600,etf__mom126_skip21__top1__liquid__panic0__cost_2bps,0.5193584144513219,0.5998727982889566,0.5416666666666666,501,496,False,0.8657809054398043,False
2023,2023-01-03,2021-01-03,CAM-0600,etf__mom126_skip21__top1__liquid__panic1__cost_2bps,-0.516707078145805,0.6077714491236723,0.375,501,296,False,-0.850166750825215,False
2023,2023-01-03,2021-01-03,CAM-0600,etf__mom126_skip21__top3__liquid_trend__panic0__cost_2bps,-0.1021781971527086,0.353820135201771,0.5416666666666666,501,500,False,-0.2887857049018423,False
2023,2023-01-03,2021-01-03,CAM-0600,etf__mom126_skip21__top3__liquid_trend__panic1__cost_2bps,0.0849124624089721,0.20080035930374934,0.4583333333333333,501,301,False,0.42287007206259825,False
2023,2023-01-03,2021-01-03,CAM-0600,etf__mom126_skip21__top3__liquid__panic0__cost_2bps,0.23680807817666646,0.26852055136271724,0.625,501,501,False,0.8818992698133797,False
2023,2023-01-03,2021-01-03,CAM-0600,etf__mom126_skip21__top3__liquid__panic1__cost_2bps,0.05962408141364106,0.23802622503669998,0.5,501,301,False,0.2504937487642294,False
2023,2023-01-03,2021-01-03,CAM-0600,etf__mom252_skip21__top1__liquid_trend__panic0__cost_2bps,0.3056103960775349,0.36938589583542036,0.5833333333333334,501,496,False,0.8273472255521618,False
2023,2023-01-03,2021-01-03,CAM-0600,etf__mom252_skip21__top1__liquid_trend__panic1__cost_2bps,0.10869255495204055,0.36938589583542036,0.4583333333333333,501,297,False,0.29425204421034107,False
2023,2023-01-03,2021-01-03,CAM-0600,etf__mom252_skip21__top1__liquid__panic0__cost_2bps,0.4420508063347521,0.4466087117512478,0.5833333333333334,501,496,False,0.9897944099687997,False
2023,2023-01-03,2021-01-03,CAM-0600,etf__mom252_skip21__top1__liquid__panic1__cost_2bps,-0.15682738560638865,0.4528578805441886,0.4166666666666667,501,297,False,-0.34630596561096144,False
2023,2023-01-03,2021-01-03,CAM-0600,etf__mom252_skip21__top3__liquid_trend__panic0__cost_2bps,-0.0966594232653572,0.320493521673031,0.5,501,501,False,-0.30159556037444524,False
2023,2023-01-03,2021-01-03,CAM-0600,etf__mom252_skip21__top3__liquid_trend__panic1__cost_2bps,0.10005903248442732,0.15449001847509092,0.4166666666666667,501,301,False,0.6476731213580654,False
2023,2023-01-03,2021-01-03,CAM-0600,etf__mom252_skip21__top3__liquid__panic0__cost_2bps,0.37253793898740606,0.15449001847509092,0.5833333333333334,501,501,True,2.4114045856462365,True
2023,2023-01-03,2021-01-03,CAM-0600,etf__mom252_skip21__top3__liquid__panic1__cost_2bps,0.10259237969921381,0.15449001847509092,0.375,501,301,False,0.6640712501161051,False
2023,2023-01-03,2021-01-03,CAM-0600,etf__mom63_skip0__top1__liquid_trend__panic0__cost_2bps,-0.4675449723886129,0.7073824393756518,0.5,501,476,False,-0.6609507762184149,False
2023,2023-01-03,2021-01-03,CAM-0600,etf__mom63_skip0__top1__liquid_trend__panic1__cost_2bps,0.04682788788384029,0.34287973055079135,0.4583333333333333,501,292,False,0.13657234216970898,False
2023,2023-01-03,2021-01-03,CAM-0600,etf__mom63_skip0__top1__liquid__panic0__cost_2bps,-0.4675449723886129,0.7073824393756518,0.5,501,476,False,-0.6609507762184149,False
2023,2023-01-03,2021-01-03,CAM-0600,etf__mom63_skip0__top1__liquid__panic1__cost_2bps,0.04682788788384029,0.34287973055079135,0.4583333333333333,501,292,False,0.13657234216970898,False
2023,2023-01-03,2021-01-03,CAM-0600,etf__mom63_skip0__top3__liquid_trend__panic0__cost_2bps,-0.29827694514515585,0.4838350345698741,0.5416666666666666,501,480,False,-0.6164848012924942,False
2023,2023-01-03,2021-01-03,CAM-0600,etf__mom63_skip0__top3__liquid_trend__panic1__cost_2bps,0.057455780067919265,0.20145772548408328,0.375,501,296,False,0.28520018246934253,False
2023,2023-01-03,2021-01-03,CAM-0600,etf__mom63_skip0__top3__liquid__panic0__cost_2bps,0.02894098155243957,0.3793073133150129,0.625,501,480,False,0.07629956116454899,False
2023,2023-01-03,2021-01-03,CAM-0600,etf__mom63_skip0__top3__liquid__panic1__cost_2bps,0.10778689930247404,0.1621184486787095,0.4166666666666667,501,296,False,0.664865104378644,False
2023,2023-01-03,2021-01-03,CAM-0600,qqq__mom126_skip0__top10__liquid_trend__panic0__cost_2bps,-0.006445901015496747,0.3264635616411053,0.5416666666666666,503,503,False,-0.019744626270367622,False
2023,2023-01-03,2021-01-03,CAM-0600,qqq__mom126_skip0__top10__liquid_trend__panic1__cost_2bps,-0.014622361189558952,0.29539132244865934,0.4166666666666667,503,313,False,-0.049501661282214546,False
2023,2023-01-03,2021-01-03,CAM-0600,qqq__mom126_skip0__top10__liquid__panic0__cost_2bps,-0.06022561047792516,0.378159336008778,0.5416666666666666,503,503,False,-0.1592598800113378,False
2023,2023-01-03,2021-01-03,CAM-0600,qqq__mom126_skip0__top10__liquid__panic1__cost_2bps,0.0050289830462840746,0.29165729881590274,0.4166666666666667,503,313,False,0.01724278139686956,False
2023,2023-01-03,2021-01-03,CAM-0600,qqq__mom126_skip0__top3__liquid_trend__panic0__cost_2bps,-0.3436329713737547,0.6664441303475722,0.4583333333333333,503,503,False,-0.5156215738512678,False
2023,2023-01-03,2021-01-03,CAM-0600,qqq__mom126_skip0__top3__liquid_trend__panic1__cost_2bps,-0.468384496959014,0.6767859165732262,0.4166666666666667,503,313,False,-0.6920718730829799,False
2023,2023-01-03,2021-01-03,CAM-0600,qqq__mom126_skip0__top3__liquid__panic0__cost_2bps,-0.34089125885969646,0.6683136055443718,0.5,503,503,False,-0.5100767903445943,False
2023,2023-01-03,2021-01-03,CAM-0600,qqq__mom126_skip0__top3__liquid__panic1__cost_2bps,-0.4557096628629801,0.6669861262367274,0.4166666666666667,503,313,False,-0.6832370943518534,False
2023,2023-01-03,2021-01-03,CAM-0600,qqq__mom126_skip21__top10__liquid_trend__panic0__cost_2bps,-0.020520000126364235,0.31013994193779243,0.5833333333333334,503,503,False,-0.06616368081503064,False
2023,2023-01-03,2021-01-03,CAM-0600,qqq__mom126_skip21__top10__liquid_trend__panic1__cost_2bps,-0.02003372484955307,0.3011618128622382,0.4583333333333333,503,313,False,-0.06652146452152347,False
2023,2023-01-03,2021-01-03,CAM-0600,qqq__mom126_skip21__top10__liquid__panic0__cost_2bps,0.05432145636328789,0.3005518390928345,0.625,503,503,False,0.18073905828441486,False
2023,2023-01-03,2021-01-03,CAM-0600,qqq__mom126_skip21__top10__liquid__panic1__cost_2bps,0.0037275654443923723,0.28778112466393163,0.4583333333333333,503,313,False,0.012952779473446675,False
2023,2023-01-03,2021-01-03,CAM-0600,qqq__mom126_skip21__top3__liquid_trend__panic0__cost_2bps,-0.05095152367028366,0.3721534301342444,0.5,503,503,False,-0.13690999341831744,False
2023,2023-01-03,2021-01-03,CAM-0600,qqq__mom126_skip21__top3__liquid_trend__panic1__cost_2bps,0.0478167420710896,0.3721534301342444,0.4166666666666667,503,313,False,0.12848663534779456,False
2023,2023-01-03,2021-01-03,CAM-0600,qqq__mom126_skip21__top3__liquid__panic0__cost_2bps,-0.01062804987038024,0.3721534301342444,0.5416666666666666,503,503,False,-0.028558247781154282,False
2023,2023-01-03,2021-01-03,CAM-0600,qqq__mom126_skip21__top3__liquid__panic1__cost_2bps,0.09245726379106661,0.3721534301342444,0.4583333333333333,503,313,False,0.24843856405600004,False
2023,2023-01-03,2021-01-03,CAM-0600,qqq__mom252_skip21__top10__liquid_trend__panic0__cost_2bps,-0.34929487483374966,0.5261210689826783,0.5416666666666666,503,503,False,-0.6639058867365938,False
2023,2023-01-03,2021-01-03,CAM-0600,qqq__mom252_skip21__top10__liquid_trend__panic1__cost_2bps,-0.18115000827385588,0.3853601793217021,0.4166666666666667,503,313,False,-0.470079727990344,False
2023,2023-01-03,2021-01-03,CAM-0600,qqq__mom252_skip21__top10__liquid__panic0__cost_2bps,-0.3373242140882281,0.5007079857195064,0.5,503,503,False,-0.6736944960114839,False
2023,2023-01-03,2021-01-03,CAM-0600,qqq__mom252_skip21__top10__liquid__panic1__cost_2bps,-0.17263464689942287,0.3763794158003085,0.375,503,313,False,-0.45867186050104225,False
2023,2023-01-03,2021-01-03,CAM-0600,qqq__mom252_skip21__top3__liquid_trend__panic0__cost_2bps,-0.26476528318018777,0.48389780768156604,0.4166666666666667,503,503,False,-0.5471512351930705,False
2023,2023-01-03,2021-01-03,CAM-0600,qqq__mom252_skip21__top3__liquid_trend__panic1__cost_2bps,-0.03972563107216198,0.3348784182637893,0.4166666666666667,503,313,False,-0.11862702672248483,False
2023,2023-01-03,2021-01-03,CAM-0600,qqq__mom252_skip21__top3__liquid__panic0__cost_2bps,-0.3487413858761443,0.5893642776251903,0.5416666666666666,503,503,False,-0.5917246754102197,False
2023,2023-01-03,2021-01-03,CAM-0600,qqq__mom252_skip21__top3__liquid__panic1__cost_2bps,-0.18995906338565266,0.5081932025210248,0.375,503,313,False,-0.37379300321867986,False
2023,2023-01-03,2021-01-03,CAM-0600,qqq__mom63_skip0__top10__liquid_trend__panic0__cost_2bps,-0.04886991738589436,0.3568799826762966,0.5416666666666666,503,503,False,-0.13693656063142434,False
2023,2023-01-03,2021-01-03,CAM-0600,qqq__mom63_skip0__top10__liquid_trend__panic1__cost_2bps,0.04471997615390344,0.26062506355979115,0.4583333333333333,503,313,False,0.17158739663441475,False
2023,2023-01-03,2021-01-03,CAM-0600,qqq__mom63_skip0__top10__liquid__panic0__cost_2bps,-0.23024670327237495,0.5078504621253178,0.5,503,503,False,-0.4533750000124229,False
2023,2023-01-03,2021-01-03,CAM-0600,qqq__mom63_skip0__top10__liquid__panic1__cost_2bps,-0.05842564020062779,0.3466870514136566,0.4583333333333333,503,313,False,-0.16852559091085312,False
2023,2023-01-03,2021-01-03,CAM-0600,qqq__mom63_skip0__top3__liquid_trend__panic0__cost_2bps,-0.6478631479444348,0.8497739042216185,0.4166666666666667,503,503,False,-0.7623947319703454,False
2023,2023-01-03,2021-01-03,CAM-0600,qqq__mom63_skip0__top3__liquid_trend__panic1__cost_2bps,-0.562996963488848,0.7051720107648831,0.375,503,313,False,-0.7983824583142186,False
2023,2023-01-03,2021-01-03,CAM-0600,qqq__mom63_skip0__top3__liquid__panic0__cost_2bps,-0.3839937292919317,0.704017044195762,0.375,503,503,False,-0.5454324330039327,False
2023,2023-01-03,2021-01-03,CAM-0600,qqq__mom63_skip0__top3__liquid__panic1__cost_2bps,-0.41537804416489665,0.6039715260311659,0.3333333333333333,503,313,False,-0.6877444155264076,False
2023,2023-01-03,2021-01-03,CAM-0600,sp500__mom126_skip0__top10__liquid_trend__panic0__cost_2bps,0.0771693854843196,0.2588126854390524,0.3,421,212,False,0.29816693626670077,False
2023,2023-01-03,2021-01-03,CAM-0600,sp500__mom126_skip0__top10__liquid_trend__panic1__cost_2bps,0.03810908046514648,0.029662200816733097,0.1,421,23,False,0.7621816093029296,False
2023,2023-01-03,2021-01-03,CAM-0600,sp500__mom126_skip0__top10__liquid__panic0__cost_2bps,0.03696125041645745,0.27580756632339903,0.4,421,294,False,0.1340110095932554,False
2023,2023-01-03,2021-01-03,CAM-0600,sp500__mom126_skip0__top10__liquid__panic1__cost_2bps,0.03865435960708241,0.03562545363990548,0.15,421,26,False,0.7730871921416482,False
