cost_bp_side,period_type,period,net_return
0,weekly,2020-04-25/2020-05-01,0.0
0,weekly,2020-05-02/2020-05-08,0.0
0,weekly,2020-05-09/2020-05-15,0.0
0,weekly,2020-05-16/2020-05-22,0.0
0,weekly,2020-05-23/2020-05-29,0.0
0,weekly,2020-05-30/2020-06-05,0.0
0,weekly,2020-06-06/2020-06-12,0.0
0,weekly,2020-06-13/2020-06-19,0.0009571254672166019
0,weekly,2020-06-20/2020-06-26,0.0
0,weekly,2020-06-27/2020-07-03,0.0
0,weekly,2020-07-04/2020-07-10,0.0
0,weekly,2020-07-11/2020-07-17,0.004858993902439046
0,weekly,2020-07-18/2020-07-24,0.0
0,weekly,2020-07-25/2020-07-31,0.0
0,weekly,2020-08-01/2020-08-07,0.0
0,weekly,2020-08-08/2020-08-14,0.0
0,weekly,2020-08-15/2020-08-21,0.0
0,weekly,2020-08-22/2020-08-28,0.0
0,weekly,2020-08-29/2020-09-04,0.03492878390187237
0,weekly,2020-09-05/2020-09-11,0.0032011112401983954
0,weekly,2020-09-12/2020-09-18,0.0
0,weekly,2020-09-19/2020-09-25,-0.0043895290337579995
0,weekly,2020-09-26/2020-10-02,0.0
0,weekly,2020-10-03/2020-10-09,-0.012762645914396908
0,weekly,2020-10-10/2020-10-16,0.0
0,weekly,2020-10-17/2020-10-23,0.011857541899441326
0,weekly,2020-10-24/2020-10-30,-0.0016645561050979696
0,weekly,2020-10-31/2020-11-06,0.0
0,weekly,2020-11-07/2020-11-13,0.014846273913327268
0,weekly,2020-11-14/2020-11-20,0.0
0,weekly,2020-11-21/2020-11-27,0.0
0,weekly,2020-11-28/2020-12-04,0.0
0,weekly,2020-12-05/2020-12-11,0.0
0,weekly,2020-12-12/2020-12-18,0.0
0,weekly,2020-12-19/2020-12-25,0.0
0,weekly,2020-12-26/2021-01-01,0.0
0,weekly,2021-01-02/2021-01-08,0.0
0,weekly,2021-01-09/2021-01-15,0.0
0,weekly,2021-01-16/2021-01-22,0.0
0,weekly,2021-01-23/2021-01-29,0.0055248618784529135
0,weekly,2021-01-30/2021-02-05,0.0
0,weekly,2021-02-06/2021-02-12,0.0
0,weekly,2021-02-13/2021-02-19,0.0
0,weekly,2021-02-20/2021-02-26,0.00521782160958939
0,weekly,2021-02-27/2021-03-05,-0.042489242636524205
0,weekly,2021-03-06/2021-03-12,0.006927564414195286
0,weekly,2021-03-13/2021-03-19,-0.013578394598649735
0,weekly,2021-03-20/2021-03-26,0.0
0,weekly,2021-03-27/2021-04-02,0.0
0,weekly,2021-04-03/2021-04-09,0.0
0,weekly,2021-04-10/2021-04-16,0.0
0,weekly,2021-04-17/2021-04-23,0.0
0,weekly,2021-04-24/2021-04-30,0.0
0,weekly,2021-05-01/2021-05-07,0.0
0,weekly,2021-05-08/2021-05-14,0.0
0,weekly,2021-05-15/2021-05-21,0.0
0,weekly,2021-05-22/2021-05-28,0.0
0,weekly,2021-05-29/2021-06-04,0.0
0,weekly,2021-06-05/2021-06-11,0.0
0,weekly,2021-06-12/2021-06-18,-0.008638305777447397
0,weekly,2021-06-19/2021-06-25,0.0
0,weekly,2021-06-26/2021-07-02,0.0
0,weekly,2021-07-03/2021-07-09,0.0
0,weekly,2021-07-10/2021-07-16,0.0
0,weekly,2021-07-17/2021-07-23,0.0
0,weekly,2021-07-24/2021-07-30,0.0
0,weekly,2021-07-31/2021-08-06,0.0
0,weekly,2021-08-07/2021-08-13,0.0
0,weekly,2021-08-14/2021-08-20,0.0
0,weekly,2021-08-21/2021-08-27,0.0
0,weekly,2021-08-28/2021-09-03,0.0
0,weekly,2021-09-04/2021-09-10,0.0
0,weekly,2021-09-11/2021-09-17,0.0
0,weekly,2021-09-18/2021-09-24,0.0
0,weekly,2021-09-25/2021-10-01,0.0
0,weekly,2021-10-02/2021-10-08,0.0
0,weekly,2021-10-09/2021-10-15,0.0
0,weekly,2021-10-16/2021-10-22,0.0
0,weekly,2021-10-23/2021-10-29,0.0
0,weekly,2021-10-30/2021-11-05,0.0
0,weekly,2021-11-06/2021-11-12,0.0
0,weekly,2021-11-13/2021-11-19,0.0
0,weekly,2021-11-20/2021-11-26,0.0
0,weekly,2021-11-27/2021-12-03,0.0
0,weekly,2021-12-04/2021-12-10,0.0
0,weekly,2021-12-11/2021-12-17,0.03877794732302786
0,weekly,2021-12-18/2021-12-24,0.016210599237963308
0,weekly,2021-12-25/2021-12-31,0.0
0,weekly,2022-01-01/2022-01-07,0.0
0,weekly,2022-01-08/2022-01-14,0.0
0,weekly,2022-01-15/2022-01-21,0.0
0,weekly,2022-01-22/2022-01-28,0.12698483927680693
0,weekly,2022-01-29/2022-02-04,-0.007606071890164712
0,weekly,2022-02-05/2022-02-11,0.016780474761099118
0,weekly,2022-02-12/2022-02-18,-0.004243204828417002
0,weekly,2022-02-19/2022-02-25,0.011535200430875747
0,weekly,2022-02-26/2022-03-04,-0.011791349335466661
0,weekly,2022-03-05/2022-03-11,-0.0022297816486447353
0,weekly,2022-03-12/2022-03-18,-0.0013880922335663959
0,weekly,2022-03-19/2022-03-25,-0.001522939272796453
0,weekly,2022-03-26/2022-04-01,0.0
0,weekly,2022-04-02/2022-04-08,0.002230897936419396
0,weekly,2022-04-09/2022-04-15,0.0
0,weekly,2022-04-16/2022-04-22,0.0
0,weekly,2022-04-23/2022-04-29,-0.0386656535365677
0,weekly,2022-04-30/2022-05-06,-0.019646369139603492
0,weekly,2022-05-07/2022-05-13,0.10254430126767855
0,weekly,2022-05-14/2022-05-20,-0.008732212160414088
0,weekly,2022-05-21/2022-05-27,0.01903314480205287
0,weekly,2022-05-28/2022-06-03,-0.021245205075243412
0,weekly,2022-06-04/2022-06-10,0.0
0,weekly,2022-06-11/2022-06-17,0.09249133243759211
0,weekly,2022-06-18/2022-06-24,0.0
0,weekly,2022-06-25/2022-07-01,0.013329923366458774
0,weekly,2022-07-02/2022-07-08,-0.021393518999169525
0,weekly,2022-07-09/2022-07-15,0.02682032392478706
0,weekly,2022-07-16/2022-07-22,0.0
0,weekly,2022-07-23/2022-07-29,-0.020231213872832332
0,weekly,2022-07-30/2022-08-05,0.0
0,weekly,2022-08-06/2022-08-12,0.0
0,weekly,2022-08-13/2022-08-19,0.0
0,weekly,2022-08-20/2022-08-26,0.017888545075850804
0,weekly,2022-08-27/2022-09-02,0.0
0,weekly,2022-09-03/2022-09-09,-0.014063176114236242
0,weekly,2022-09-10/2022-09-16,0.0
0,weekly,2022-09-17/2022-09-23,-0.035868409008741664
0,weekly,2022-09-24/2022-09-30,0.00899441792313549
0,weekly,2022-10-01/2022-10-07,0.0
0,weekly,2022-10-08/2022-10-14,0.0026776016347734855
0,weekly,2022-10-15/2022-10-21,-0.018926197297878145
0,weekly,2022-10-22/2022-10-28,0.024043863443898195
0,weekly,2022-10-29/2022-11-04,0.10795798431690351
0,weekly,2022-11-05/2022-11-11,0.0
0,weekly,2022-11-12/2022-11-18,0.0
0,weekly,2022-11-19/2022-11-25,-0.0068771138669673215
0,weekly,2022-11-26/2022-12-02,-0.011859393419783482
0,weekly,2022-12-03/2022-12-09,0.0
0,weekly,2022-12-10/2022-12-16,0.00022722010752995736
0,weekly,2022-12-17/2022-12-23,0.0
0,weekly,2022-12-24/2022-12-30,0.0
0,weekly,2022-12-31/2023-01-06,-0.009833662692095846
0,weekly,2023-01-07/2023-01-13,-0.0010811873402791772
0,weekly,2023-01-14/2023-01-20,0.0
0,weekly,2023-01-21/2023-01-27,0.0
0,weekly,2023-01-28/2023-02-03,0.018654212631183498
0,weekly,2023-02-04/2023-02-10,-0.0344902073732718
0,weekly,2023-02-11/2023-02-17,0.0
0,weekly,2023-02-18/2023-02-24,0.0
0,weekly,2023-02-25/2023-03-03,0.0
0,weekly,2023-03-04/2023-03-10,-0.020570325900514663
0,weekly,2023-03-11/2023-03-17,-0.013740053050397938
0,weekly,2023-03-18/2023-03-24,0.0214314226841803
0,weekly,2023-03-25/2023-03-31,0.0
0,weekly,2023-04-01/2023-04-07,0.0
0,weekly,2023-04-08/2023-04-14,0.0
0,weekly,2023-04-15/2023-04-21,0.0
0,weekly,2023-04-22/2023-04-28,0.0
0,weekly,2023-04-29/2023-05-05,0.0
0,weekly,2023-05-06/2023-05-12,0.0
0,weekly,2023-05-13/2023-05-19,0.0
0,weekly,2023-05-20/2023-05-26,0.0
0,weekly,2023-05-27/2023-06-02,0.0
0,weekly,2023-06-03/2023-06-09,0.0
0,weekly,2023-06-10/2023-06-16,0.0
0,weekly,2023-06-17/2023-06-23,0.0
0,weekly,2023-06-24/2023-06-30,0.0
0,weekly,2023-07-01/2023-07-07,0.0
0,weekly,2023-07-08/2023-07-14,0.0
0,weekly,2023-07-15/2023-07-21,0.0
0,weekly,2023-07-22/2023-07-28,0.0
0,weekly,2023-07-29/2023-08-04,0.0
0,weekly,2023-08-05/2023-08-11,0.0
0,weekly,2023-08-12/2023-08-18,0.0
0,weekly,2023-08-19/2023-08-25,0.0
0,weekly,2023-08-26/2023-09-01,0.0
0,weekly,2023-09-02/2023-09-08,0.0
0,weekly,2023-09-09/2023-09-15,0.0
0,weekly,2023-09-16/2023-09-22,0.0
0,weekly,2023-09-23/2023-09-29,0.0
0,weekly,2023-09-30/2023-10-06,0.0
0,weekly,2023-10-07/2023-10-13,0.0
0,weekly,2023-10-14/2023-10-20,0.0
0,weekly,2023-10-21/2023-10-27,0.0
0,weekly,2023-10-28/2023-11-03,0.0
0,weekly,2023-11-04/2023-11-10,0.0
0,weekly,2023-11-11/2023-11-17,0.0
0,weekly,2023-11-18/2023-11-24,0.0
0,weekly,2023-11-25/2023-12-01,0.0
0,weekly,2023-12-02/2023-12-08,0.0
0,weekly,2023-12-09/2023-12-15,0.0
0,weekly,2023-12-16/2023-12-22,0.0
0,weekly,2023-12-23/2023-12-29,0.0
0,weekly,2023-12-30/2024-01-05,0.0
0,weekly,2024-01-06/2024-01-12,0.0
0,weekly,2024-01-13/2024-01-19,0.0
0,weekly,2024-01-20/2024-01-26,0.0
0,weekly,2024-01-27/2024-02-02,0.0
0,weekly,2024-02-03/2024-02-09,0.0
0,weekly,2024-02-10/2024-02-16,0.0
0,weekly,2024-02-17/2024-02-23,0.0
0,weekly,2024-02-24/2024-03-01,0.0
0,weekly,2024-03-02/2024-03-08,0.0
0,weekly,2024-03-09/2024-03-15,0.0
0,weekly,2024-03-16/2024-03-22,0.0
0,weekly,2024-03-23/2024-03-29,0.0
0,weekly,2024-03-30/2024-04-05,0.0
0,weekly,2024-04-06/2024-04-12,0.0
0,weekly,2024-04-13/2024-04-19,0.0
0,weekly,2024-04-20/2024-04-26,0.0
0,weekly,2024-04-27/2024-05-03,0.0
0,weekly,2024-05-04/2024-05-10,0.0
0,weekly,2024-05-11/2024-05-17,0.0
0,weekly,2024-05-18/2024-05-24,0.0
0,weekly,2024-05-25/2024-05-31,0.0
0,weekly,2024-06-01/2024-06-07,0.0
0,weekly,2024-06-08/2024-06-14,0.0
0,weekly,2024-06-15/2024-06-21,0.0
0,weekly,2024-06-22/2024-06-28,0.0
0,weekly,2024-06-29/2024-07-05,0.0
0,weekly,2024-07-06/2024-07-12,0.0
0,weekly,2024-07-13/2024-07-19,0.0
0,weekly,2024-07-20/2024-07-26,0.0
0,weekly,2024-07-27/2024-08-02,0.0
0,weekly,2024-08-03/2024-08-09,-0.01123362998146149
0,weekly,2024-08-10/2024-08-16,0.0
0,weekly,2024-08-17/2024-08-23,0.011398597652523046
0,weekly,2024-08-24/2024-08-30,0.0
0,weekly,2024-08-31/2024-09-06,0.029633022429491396
0,weekly,2024-09-07/2024-09-13,0.0
0,weekly,2024-09-14/2024-09-20,0.01610924546772563
0,weekly,2024-09-21/2024-09-27,0.0
0,weekly,2024-09-28/2024-10-04,0.0
0,weekly,2024-10-05/2024-10-11,0.0
0,weekly,2024-10-12/2024-10-18,0.0
0,weekly,2024-10-19/2024-10-25,0.0
0,weekly,2024-10-26/2024-11-01,0.0
0,weekly,2024-11-02/2024-11-08,0.0
0,weekly,2024-11-09/2024-11-15,0.0
0,weekly,2024-11-16/2024-11-22,0.0
0,weekly,2024-11-23/2024-11-29,0.0
0,weekly,2024-11-30/2024-12-06,0.0
0,weekly,2024-12-07/2024-12-13,0.0
0,weekly,2024-12-14/2024-12-20,0.0
0,weekly,2024-12-21/2024-12-27,0.0
0,weekly,2024-12-28/2025-01-03,0.0
0,weekly,2025-01-04/2025-01-10,0.0
0,weekly,2025-01-11/2025-01-17,0.0
0,weekly,2025-01-18/2025-01-24,0.0
0,weekly,2025-01-25/2025-01-31,0.0
0,weekly,2025-02-01/2025-02-07,0.007183048006704107
0,weekly,2025-02-08/2025-02-14,0.0
0,weekly,2025-02-15/2025-02-21,0.0
0,weekly,2025-02-22/2025-02-28,0.0
0,weekly,2025-03-01/2025-03-07,0.0065632458233890745
0,weekly,2025-03-08/2025-03-14,-0.00744645247657294
0,weekly,2025-03-15/2025-03-21,-0.0019069589038115398
0,weekly,2025-03-22/2025-03-28,0.0
0,weekly,2025-03-29/2025-04-04,-0.05347637500864699
0,weekly,2025-04-05/2025-04-11,0.27956116266006015
0,weekly,2025-04-12/2025-04-18,0.0
0,weekly,2025-04-19/2025-04-25,0.0049705535924615685
0,weekly,2025-04-26/2025-05-02,0.0
0,weekly,2025-05-03/2025-05-09,0.0
0,weekly,2025-05-10/2025-05-16,0.0
0,weekly,2025-05-17/2025-05-23,0.0
0,weekly,2025-05-24/2025-05-30,0.0
0,weekly,2025-05-31/2025-06-06,0.0
0,weekly,2025-06-07/2025-06-13,0.0
0,weekly,2025-06-14/2025-06-20,0.0
0,weekly,2025-06-21/2025-06-27,0.0
0,weekly,2025-06-28/2025-07-04,0.0
0,weekly,2025-07-05/2025-07-11,0.0
0,weekly,2025-07-12/2025-07-18,0.0
0,weekly,2025-07-19/2025-07-25,0.0
0,weekly,2025-07-26/2025-08-01,0.0
0,weekly,2025-08-02/2025-08-08,0.0
0,weekly,2025-08-09/2025-08-15,0.0
0,weekly,2025-08-16/2025-08-22,-0.022125416204217374
0,weekly,2025-08-23/2025-08-29,0.0
0,weekly,2025-08-30/2025-09-05,0.0
0,weekly,2025-09-06/2025-09-12,0.0
0,weekly,2025-09-13/2025-09-19,0.0
0,weekly,2025-09-20/2025-09-26,0.0
0,weekly,2025-09-27/2025-10-03,0.0
0,weekly,2025-10-04/2025-10-10,0.0
0,weekly,2025-10-11/2025-10-17,0.0
0,weekly,2025-10-18/2025-10-24,0.0
0,weekly,2025-10-25/2025-10-31,0.0008676643685892049
0,weekly,2025-11-01/2025-11-07,0.0
0,weekly,2025-11-08/2025-11-14,0.0
0,weekly,2025-11-15/2025-11-21,-0.001421555957611731
0,weekly,2025-11-22/2025-11-28,0.0
0,weekly,2025-11-29/2025-12-05,0.0
0,weekly,2025-12-06/2025-12-12,0.0
0,weekly,2025-12-13/2025-12-19,0.0
0,weekly,2025-12-20/2025-12-26,0.0
0,weekly,2025-12-27/2026-01-02,0.0
0,weekly,2026-01-03/2026-01-09,0.0
0,weekly,2026-01-10/2026-01-16,0.0
0,weekly,2026-01-17/2026-01-23,-0.02336719883889693
0,weekly,2026-01-24/2026-01-30,0.0
0,weekly,2026-01-31/2026-02-06,0.0
0,weekly,2026-02-07/2026-02-13,0.0
0,weekly,2026-02-14/2026-02-20,0.024545970488081492
0,weekly,2026-02-21/2026-02-27,0.0
0,weekly,2026-02-28/2026-03-06,0.0
0,weekly,2026-03-07/2026-03-13,-0.024252055551716944
0,weekly,2026-03-14/2026-03-20,0.0
0,weekly,2026-03-21/2026-03-27,0.0
0,weekly,2026-03-28/2026-04-03,0.020172640340936132
0,weekly,2026-04-04/2026-04-10,0.0
0,weekly,2026-04-11/2026-04-17,0.0
0,weekly,2026-04-18/2026-04-24,0.0
0,weekly,2026-04-25/2026-05-01,0.0
0,monthly,2019-06,0.0
0,monthly,2019-07,-0.017963525835866245
0,monthly,2019-08,-0.049912999850551976
0,monthly,2019-09,-0.015031544595761726
0,monthly,2019-10,-0.00477628648841022
0,monthly,2019-11,0.0
0,monthly,2019-12,0.0
0,monthly,2020-01,0.008016657990629783
0,monthly,2020-02,-0.01423032822904391
0,monthly,2020-03,0.27165780920902627
0,monthly,2020-04,0.0445654197548061
0,monthly,2020-05,0.0
0,monthly,2020-06,0.0009571254672166019
0,monthly,2020-07,0.004858993902439046
0,monthly,2020-08,0.0
0,monthly,2020-09,0.03374036610831277
0,monthly,2020-10,-0.002569660120053552
0,monthly,2020-11,0.014846273913327268
0,monthly,2020-12,0.0
0,monthly,2021-01,0.0055248618784529135
0,monthly,2021-02,0.00521782160958939
0,monthly,2021-03,-0.04914007282097865
0,monthly,2021-04,0.0
0,monthly,2021-05,0.0
0,monthly,2021-06,-0.008638305777447397
0,monthly,2021-07,0.0
0,monthly,2021-08,0.0
0,monthly,2021-09,0.0
0,monthly,2021-10,0.0
0,monthly,2021-11,0.0
0,monthly,2021-12,0.05498854656099117
0,monthly,2022-01,0.12698483927680693
0,monthly,2022-02,0.01646639847339315
0,monthly,2022-03,-0.016932162490474245
0,monthly,2022-04,-0.036434755600148305
0,monthly,2022-05,0.09319886476971384
0,monthly,2022-06,0.1003985959631174
0,monthly,2022-07,-0.030626954181524724
0,monthly,2022-08,0.017888545075850804
0,monthly,2022-09,-0.04093716719984242
0,monthly,2022-10,0.0077952677807935356
0,monthly,2022-11,0.08922147703015271
0,monthly,2022-12,0.00022722010752995736
0,monthly,2023-01,-0.010914850032375023
0,monthly,2023-02,-0.0158359947420883
0,monthly,2023-03,-0.0128789562667323
0,monthly,2023-04,0.0
0,monthly,2023-05,0.0
0,monthly,2023-06,0.0
0,monthly,2023-07,0.0
0,monthly,2023-08,0.0
0,monthly,2023-09,0.0
0,monthly,2023-10,0.0
0,monthly,2023-11,0.0
0,monthly,2023-12,0.0
0,monthly,2024-01,0.0
0,monthly,2024-02,0.0
0,monthly,2024-03,0.0
0,monthly,2024-04,0.0
0,monthly,2024-05,0.0
0,monthly,2024-06,0.0
0,monthly,2024-07,0.0
0,monthly,2024-08,0.00016496767106155552
0,monthly,2024-09,0.045742267897217026
0,monthly,2024-10,0.0
0,monthly,2024-11,0.0
0,monthly,2024-12,0.0
0,monthly,2025-01,0.0
0,monthly,2025-02,0.007183048006704107
0,monthly,2025-03,-0.0027901655569954054
0,monthly,2025-04,0.23105534124387472
0,monthly,2025-05,0.0
0,monthly,2025-06,0.0
0,monthly,2025-07,0.0
0,monthly,2025-08,-0.022125416204217374
0,monthly,2025-09,0.0
0,monthly,2025-10,0.0008676643685892049
0,monthly,2025-11,-0.001421555957611731
0,monthly,2025-12,0.0
0,monthly,2026-01,-0.02336719883889693
0,monthly,2026-02,0.024545970488081492
0,monthly,2026-03,-0.01541669941588264
0,monthly,2026-04,0.011337284205101827
0,yearly,2019,-0.08768435677059017
0,yearly,2020,0.3618426579966604
0,yearly,2021,0.007952851450607423
0,yearly,2022,0.32725016900536863
0,yearly,2023,-0.03962980104119562
0,yearly,2024,0.04590723556827858
0,yearly,2025,0.21276891590034352
0,yearly,2026,-0.00290064356159625
1,weekly,2019-06-15/2019-06-21,0.0
1,weekly,2019-06-22/2019-06-28,0.0
1,weekly,2019-06-29/2019-07-05,0.0
1,weekly,2019-07-06/2019-07-12,0.0
1,weekly,2019-07-13/2019-07-19,0.0
1,weekly,2019-07-20/2019-07-26,0.0
1,weekly,2019-07-27/2019-08-02,-0.018163525835866244
1,weekly,2019-08-03/2019-08-09,0.0
1,weekly,2019-08-10/2019-08-16,-0.022635897435897577
1,weekly,2019-08-17/2019-08-23,-0.027677102414654396
1,weekly,2019-08-24/2019-08-30,0.0
1,weekly,2019-08-31/2019-09-06,0.0
1,weekly,2019-09-07/2019-09-13,-0.000532005312084993
1,weekly,2019-09-14/2019-09-20,-0.008144595225618211
1,weekly,2019-09-21/2019-09-27,-0.0071549440580585206
1,weekly,2019-09-28/2019-10-04,-0.004636670254754249
1,weekly,2019-10-05/2019-10-11,-0.0005396162336559705
1,weekly,2019-10-12/2019-10-18,0.0
1,weekly,2019-10-19/2019-10-25,0.0
1,weekly,2019-10-26/2019-11-01,0.0
1,weekly,2019-11-02/2019-11-08,0.0
1,weekly,2019-11-09/2019-11-15,0.0
1,weekly,2019-11-16/2019-11-22,0.0
1,weekly,2019-11-23/2019-11-29,0.0
1,weekly,2019-11-30/2019-12-06,0.0
1,weekly,2019-12-07/2019-12-13,0.0
1,weekly,2019-12-14/2019-12-20,0.0
1,weekly,2019-12-21/2019-12-27,0.0
1,weekly,2019-12-28/2020-01-03,0.0
1,weekly,2020-01-04/2020-01-10,0.0
1,weekly,2020-01-11/2020-01-17,0.0
1,weekly,2020-01-18/2020-01-24,0.0
1,weekly,2020-01-25/2020-01-31,0.007816657990629782
1,weekly,2020-02-01/2020-02-07,0.0
1,weekly,2020-02-08/2020-02-14,0.0
1,weekly,2020-02-15/2020-02-21,0.0
1,weekly,2020-02-22/2020-02-28,-0.015830328229043903
1,weekly,2020-02-29/2020-03-06,0.05408812036552242
1,weekly,2020-03-07/2020-03-13,-0.06902727602366095
1,weekly,2020-03-14/2020-03-20,0.08463473138538152
1,weekly,2020-03-21/2020-03-27,0.17776223348178338
1,weekly,2020-03-28/2020-04-03,0.016365120460145446
1,weekly,2020-04-04/2020-04-10,0.0
1,weekly,2020-04-11/2020-04-17,0.0
1,weekly,2020-04-18/2020-04-24,0.02740029929466066
1,weekly,2020-04-25/2020-05-01,0.0
1,weekly,2020-05-02/2020-05-08,0.0
1,weekly,2020-05-09/2020-05-15,0.0
1,weekly,2020-05-16/2020-05-22,0.0
1,weekly,2020-05-23/2020-05-29,0.0
1,weekly,2020-05-30/2020-06-05,0.0
1,weekly,2020-06-06/2020-06-12,0.0
1,weekly,2020-06-13/2020-06-19,0.0005571254672166043
1,weekly,2020-06-20/2020-06-26,0.0
1,weekly,2020-06-27/2020-07-03,0.0
1,weekly,2020-07-04/2020-07-10,0.0
1,weekly,2020-07-11/2020-07-17,0.004658993902439046
1,weekly,2020-07-18/2020-07-24,0.0
1,weekly,2020-07-25/2020-07-31,0.0
1,weekly,2020-08-01/2020-08-07,0.0
1,weekly,2020-08-08/2020-08-14,0.0
1,weekly,2020-08-15/2020-08-21,0.0
1,weekly,2020-08-22/2020-08-28,0.0
1,weekly,2020-08-29/2020-09-04,0.03412878390187237
1,weekly,2020-09-05/2020-09-11,0.002801111240198398
1,weekly,2020-09-12/2020-09-18,0.0
1,weekly,2020-09-19/2020-09-25,-0.004789529033758
1,weekly,2020-09-26/2020-10-02,0.0
1,weekly,2020-10-03/2020-10-09,-0.012962645914396909
1,weekly,2020-10-10/2020-10-16,0.0
1,weekly,2020-10-17/2020-10-23,0.011657541899441326
1,weekly,2020-10-24/2020-10-30,-0.0018645561050979697
1,weekly,2020-10-31/2020-11-06,0.0
1,weekly,2020-11-07/2020-11-13,0.01444627391332727
1,weekly,2020-11-14/2020-11-20,0.0
1,weekly,2020-11-21/2020-11-27,0.0
1,weekly,2020-11-28/2020-12-04,0.0
1,weekly,2020-12-05/2020-12-11,0.0
1,weekly,2020-12-12/2020-12-18,0.0
1,weekly,2020-12-19/2020-12-25,0.0
1,weekly,2020-12-26/2021-01-01,0.0
1,weekly,2021-01-02/2021-01-08,0.0
1,weekly,2021-01-09/2021-01-15,0.0
1,weekly,2021-01-16/2021-01-22,0.0
1,weekly,2021-01-23/2021-01-29,0.005324861878452914
1,weekly,2021-01-30/2021-02-05,0.0
1,weekly,2021-02-06/2021-02-12,0.0
1,weekly,2021-02-13/2021-02-19,0.0
1,weekly,2021-02-20/2021-02-26,0.004817821609589393
1,weekly,2021-02-27/2021-03-05,-0.0432892426365242
1,weekly,2021-03-06/2021-03-12,0.006727564414195287
1,weekly,2021-03-13/2021-03-19,-0.013778394598649735
1,weekly,2021-03-20/2021-03-26,0.0
1,weekly,2021-03-27/2021-04-02,0.0
1,weekly,2021-04-03/2021-04-09,0.0
1,weekly,2021-04-10/2021-04-16,0.0
1,weekly,2021-04-17/2021-04-23,0.0
1,weekly,2021-04-24/2021-04-30,0.0
1,weekly,2021-05-01/2021-05-07,0.0
1,weekly,2021-05-08/2021-05-14,0.0
1,weekly,2021-05-15/2021-05-21,0.0
1,weekly,2021-05-22/2021-05-28,0.0
1,weekly,2021-05-29/2021-06-04,0.0
1,weekly,2021-06-05/2021-06-11,0.0
1,weekly,2021-06-12/2021-06-18,-0.008838305777447398
1,weekly,2021-06-19/2021-06-25,0.0
1,weekly,2021-06-26/2021-07-02,0.0
1,weekly,2021-07-03/2021-07-09,0.0
1,weekly,2021-07-10/2021-07-16,0.0
1,weekly,2021-07-17/2021-07-23,0.0
1,weekly,2021-07-24/2021-07-30,0.0
1,weekly,2021-07-31/2021-08-06,0.0
1,weekly,2021-08-07/2021-08-13,0.0
1,weekly,2021-08-14/2021-08-20,0.0
1,weekly,2021-08-21/2021-08-27,0.0
1,weekly,2021-08-28/2021-09-03,0.0
1,weekly,2021-09-04/2021-09-10,0.0
1,weekly,2021-09-11/2021-09-17,0.0
1,weekly,2021-09-18/2021-09-24,0.0
1,weekly,2021-09-25/2021-10-01,0.0
1,weekly,2021-10-02/2021-10-08,0.0
1,weekly,2021-10-09/2021-10-15,0.0
1,weekly,2021-10-16/2021-10-22,0.0
1,weekly,2021-10-23/2021-10-29,0.0
1,weekly,2021-10-30/2021-11-05,0.0
